token_id,layer_id,hn_rate,overhead_time1,cpu_time,shared_expert_time,wait_cache_time,gpu_compute_time,predict_time,prefetch_submit_time,total_decode_time
1,0,0.0,0.0006079673767089844,0.009521245956420898,0.00024628639221191406,3.838539123535156e-05,0.007767677307128906,0.00044918060302734375,9.298324584960938e-05,0.010736465454101562
1,1,0.25,0.00042128562927246094,0.005109310150146484,0.0002295970916748047,3.0279159545898438e-05,0.004814624786376953,0.0004520416259765625,3.8623809814453125e-05,0.006071567535400391
1,2,0.25,0.00041294097900390625,0.002340555191040039,0.00018930435180664062,2.4557113647460938e-05,0.0011186599731445312,0.00042510032653808594,2.8371810913085938e-05,0.0032792091369628906
1,3,0.0,0.0003674030303955078,0.008144855499267578,0.00020694732666015625,0.007531166076660156,0.00034689903259277344,0.00040435791015625,2.6226043701171875e-05,0.00899195671081543
1,4,0.5,0.0005962848663330078,0.002261638641357422,0.0002014636993408203,2.3365020751953125e-05,0.0020020008087158203,0.0004105567932128906,2.956390380859375e-05,0.003358602523803711
1,5,0.375,0.00038623809814453125,0.0019254684448242188,0.0002257823944091797,2.8371810913085938e-05,0.0016360282897949219,0.0004489421844482422,3.0040740966796875e-05,0.002849102020263672
1,6,0.125,0.0004112720489501953,0.0024356842041015625,0.0001926422119140625,2.2649765014648438e-05,0.0007145404815673828,0.0004336833953857422,3.0279159545898438e-05,0.003377676010131836
1,7,0.25,0.00036978721618652344,0.002151966094970703,0.00019693374633789062,2.5272369384765625e-05,0.0012085437774658203,0.0004012584686279297,3.0517578125e-05,0.0030138492584228516
1,8,0.375,0.00038886070251464844,0.0018200874328613281,0.00021767616271972656,2.765655517578125e-05,0.0015439987182617188,0.00044846534729003906,2.9325485229492188e-05,0.002733945846557617
1,9,0.125,0.00040435791015625,0.006100654602050781,0.0002205371856689453,0.005099773406982422,0.0007498264312744141,0.0004603862762451172,2.4557113647460938e-05,0.0070438385009765625
1,10,0.0,0.0004761219024658203,0.002735614776611328,0.00019240379333496094,2.5033950805664062e-05,0.0003223419189453125,0.0004036426544189453,2.5272369384765625e-05,0.0036902427673339844
1,11,0.125,0.0004019737243652344,0.002354145050048828,0.00021648406982421875,2.5987625122070312e-05,0.0007157325744628906,0.00044655799865722656,2.9802322387695312e-05,0.003287076950073242
1,12,0.25,0.00036525726318359375,0.0019872188568115234,0.000194549560546875,2.2649765014648438e-05,0.0011296272277832031,0.00040531158447265625,2.7179718017578125e-05,0.002832174301147461
1,13,0.375,0.00045561790466308594,0.001959085464477539,0.0001914501190185547,2.4318695068359375e-05,0.001558065414428711,0.00041747093200683594,2.6702880859375e-05,0.0029134750366210938
1,14,0.125,0.00036597251892089844,0.0021734237670898438,0.0001952648162841797,2.5033950805664062e-05,0.0007121562957763672,0.00039839744567871094,2.7179718017578125e-05,0.0030107498168945312
1,15,0.0,0.0003643035888671875,0.006290435791015625,0.00019311904907226562,0.0055027008056640625,0.0005643367767333984,0.00041174888610839844,2.7179718017578125e-05,0.0071451663970947266
1,16,0.25,0.0006201267242431641,0.002292156219482422,0.00019741058349609375,2.2411346435546875e-05,0.0011286735534667969,0.00043010711669921875,2.384185791015625e-05,0.0034227371215820312
1,17,0.25,0.0003662109375,0.002325296401977539,0.00019216537475585938,2.5033950805664062e-05,0.0011184215545654297,0.0003979206085205078,2.47955322265625e-05,0.003180265426635742
1,18,0.375,0.00036716461181640625,0.0018813610076904297,0.0002014636993408203,2.47955322265625e-05,0.0015425682067871094,0.0003948211669921875,2.8133392333984375e-05,0.002729654312133789
1,19,0.375,0.00039315223693847656,0.001832723617553711,0.00019121170043945312,2.2649765014648438e-05,0.0015289783477783203,0.0004019737243652344,2.574920654296875e-05,0.0027112960815429688
1,20,0.25,0.00038361549377441406,0.0022957324981689453,0.0001919269561767578,2.47955322265625e-05,0.0011301040649414062,0.0003974437713623047,2.574920654296875e-05,0.0031614303588867188
1,21,0.375,0.0003647804260253906,0.001895904541015625,0.0001914501190185547,2.288818359375e-05,0.0015392303466796875,0.0004010200500488281,2.47955322265625e-05,0.0027475357055664062
1,22,0.375,0.0003669261932373047,0.001961231231689453,0.00019788742065429688,2.574920654296875e-05,0.0016834735870361328,0.0004019737243652344,2.9802322387695312e-05,0.002819538116455078
1,23,0.5,0.0003669261932373047,0.0021719932556152344,0.0001933574676513672,2.2411346435546875e-05,0.0019271373748779297,0.00039768218994140625,2.47955322265625e-05,0.0030167102813720703
1,24,0.5,0.00036215782165527344,0.002196073532104492,0.0001938343048095703,2.2411346435546875e-05,0.0019502639770507812,0.0003979206085205078,2.5987625122070312e-05,0.0030379295349121094
1,25,0.5,0.00036644935607910156,0.002193927764892578,0.00018334388732910156,2.5510787963867188e-05,0.0019562244415283203,0.0003979206085205078,2.6702880859375e-05,0.0030405521392822266
1,26,0.25,0.0003769397735595703,0.0022454261779785156,0.00019311904907226562,2.5033950805664062e-05,0.0011196136474609375,0.00039649009704589844,2.3603439331054688e-05,0.003100872039794922
1,27,0.25,0.0003674030303955078,0.002064228057861328,0.00019049644470214844,2.47955322265625e-05,0.0011081695556640625,0.00039839744567871094,2.6464462280273438e-05,0.00290679931640625
1,28,0.25,0.0003669261932373047,0.006611824035644531,0.0001933574676513672,0.005203962326049805,0.0011878013610839844,0.0004172325134277344,1.9073486328125e-05,0.00747370719909668
1,29,0.375,0.0005583763122558594,0.0018541812896728516,0.0001900196075439453,2.2411346435546875e-05,0.001535177230834961,0.0003981590270996094,2.5272369384765625e-05,0.002893209457397461
1,30,0.25,0.00040221214294433594,0.002283811569213867,0.0001842975616455078,2.574920654296875e-05,0.0011162757873535156,0.0004291534423828125,2.3365020751953125e-05,0.0032007694244384766
1,31,0.375,0.00036454200744628906,0.0018749237060546875,0.00018858909606933594,2.5272369384765625e-05,0.0015311241149902344,0.0003974437713623047,2.2172927856445312e-05,0.002716064453125
1,32,0.375,0.0003871917724609375,0.0018453598022460938,0.0001926422119140625,2.2649765014648438e-05,0.0015304088592529297,0.00039577484130859375,2.3603439331054688e-05,0.002707958221435547
1,33,0.25,0.00037789344787597656,0.002014636993408203,0.00019168853759765625,2.5510787963867188e-05,0.0011174678802490234,0.00040411949157714844,2.3365020751953125e-05,0.002867460250854492
1,34,0.125,0.0003733634948730469,0.007429361343383789,0.00019741058349609375,0.006445646286010742,0.0007603168487548828,0.00039839744567871094,1.9788742065429688e-05,0.008268117904663086
1,35,0.625,0.0006306171417236328,0.0025572776794433594,0.000186920166015625,2.3365020751953125e-05,0.0023169517517089844,0.0003986358642578125,2.4318695068359375e-05,0.003667593002319336
1,36,0.25,0.00043463706970214844,0.002444744110107422,0.00018906593322753906,2.47955322265625e-05,0.0011124610900878906,0.00039768218994140625,2.6702880859375e-05,0.0033597946166992188
